forecast_date,generated_at,SensorID,District,Latitude,Longitude,Muhit_harorat (C),Shamol_tezligi (km/h),Chastota (Hz),Kuchlanish (V),Vibratsiya,Sim_mexanik_holati (%),Atrof_muhit_humidity (%),Quvvati (kW),Fault_predicted,Fault_probability
2026-05-13,2026-05-11 17:17:10,S0260,Mirabad,41.287283,69.223965,36.7,9.6,49.97,226.2,0.1767,80.1,71.6,2.2,1,0.3806
2026-05-14,2026-05-11 17:17:10,S0260,Mirabad,41.287283,69.223965,38.2,8.5,49.95,230.1,0.1848,79.7,72.4,2.14,1,0.3806
2026-05-15,2026-05-11 17:17:10,S0260,Mirabad,41.287283,69.223965,38.8,7.4,49.98,227.6,0.1528,81.4,73.0,2.27,1,0.3806
2026-05-16,2026-05-11 17:17:10,S0260,Mirabad,41.287283,69.223965,34.9,8.4,49.93,232.7,0.206,83.2,69.7,2.24,1,0.3806
2026-05-17,2026-05-11 17:17:10,S0260,Mirabad,41.287283,69.223965,38.9,6.9,49.87,233.8,0.104,83.6,74.8,2.27,1,0.3806
2026-05-18,2026-05-11 17:17:10,S0260,Mirabad,41.287283,69.223965,37.9,6.3,50.02,233.1,0.1744,81.3,69.1,1.9,1,0.3806
2026-05-12,2026-05-11 17:17:10,S0261,Mirabad,41.262019,69.241533,28.9,14.7,49.79,211.5,0.6458,88.6,44.2,3.21,0,0.0301
2026-05-13,2026-05-11 17:17:10,S0261,Mirabad,41.262019,69.241533,31.9,15.0,49.69,212.7,0.7101,87.3,47.3,3.27,0,0.0301
2026-05-14,2026-05-11 17:17:10,S0261,Mirabad,41.262019,69.241533,34.7,14.0,49.5,214.0,0.7163,89.1,42.7,3.18,0,0.0301
2026-05-15,2026-05-11 17:17:10,S0261,Mirabad,41.262019,69.241533,38.1,15.1,49.5,211.8,0.6735,88.6,44.5,2.86,0,0.0301
2026-05-16,2026-05-11 17:17:10,S0261,Mirabad,41.262019,69.241533,35.7,14.8,49.58,213.0,0.7107,85.4,32.6,2.63,0,0.0301
2026-05-17,2026-05-11 17:17:10,S0261,Mirabad,41.262019,69.241533,35.6,15.9,49.44,213.6,0.6147,92.0,30.0,3.46,1,0.3801
2026-05-18,2026-05-11 17:17:10,S0261,Mirabad,41.262019,69.241533,36.0,12.7,49.44,213.3,0.563,88.2,31.1,2.8,1,0.3801
2026-05-12,2026-05-11 17:17:10,S0262,Mirabad,41.28951,69.2288,33.8,8.7,50.11,219.1,0.6066,83.1,65.0,4.1,1,0.3771
2026-05-13,2026-05-11 17:17:10,S0262,Mirabad,41.28951,69.2288,28.4,9.1,49.97,219.8,0.5498,87.7,68.5,4.23,0,0.0271
2026-05-14,2026-05-11 17:17:10,S0262,Mirabad,41.28951,69.2288,30.7,11.0,49.83,223.2,0.5635,88.4,69.6,4.24,0,0.0271
2026-05-15,2026-05-11 17:17:10,S0262,Mirabad,41.28951,69.2288,25.8,8.9,50.0,219.6,0.6442,86.4,63.0,4.21,0,0.0271
2026-05-16,2026-05-11 17:17:10,S0262,Mirabad,41.28951,69.2288,22.7,10.5,50.04,221.0,0.5988,87.4,65.6,4.93,0,0.0271
2026-05-17,2026-05-11 17:17:10,S0262,Mirabad,41.28951,69.2288,20.3,10.9,49.95,223.1,0.5654,89.5,66.0,4.57,0,0.0271
2026-05-18,2026-05-11 17:17:10,S0262,Mirabad,41.28951,69.2288,20.2,10.5,49.92,222.7,0.6086,87.8,75.0,4.52,0,0.0271
2026-05-12,2026-05-11 17:17:10,S0263,Mirabad,41.270811,69.241445,45.3,10.6,49.16,236.5,1.4762,78.5,73.9,3.32,2,0.7285
2026-05-13,2026-05-11 17:17:10,S0263,Mirabad,41.270811,69.241445,43.8,8.7,49.13,238.5,1.3589,78.0,74.8,3.38,1,0.3785
2026-05-14,2026-05-11 17:17:10,S0263,Mirabad,41.270811,69.241445,43.0,10.1,49.24,235.5,1.2631,76.8,71.6,3.61,1,0.3785
2026-05-15,2026-05-11 17:17:10,S0263,Mirabad,41.270811,69.241445,42.6,9.1,49.1,238.7,1.2511,77.0,73.9,3.21,1,0.3785
2026-05-16,2026-05-11 17:17:10,S0263,Mirabad,41.270811,69.241445,39.9,10.0,49.27,240.6,1.3372,77.6,78.9,3.4,2,0.7285
2026-05-17,2026-05-11 17:17:10,S0263,Mirabad,41.270811,69.241445,41.0,9.0,49.14,241.1,1.2781,76.7,73.2,3.57,2,0.7285
2026-05-18,2026-05-11 17:17:10,S0263,Mirabad,41.270811,69.241445,36.9,8.9,49.13,241.1,1.2478,76.7,73.4,3.54,2,0.7285
2026-05-12,2026-05-11 17:17:10,S0264,Mirabad,41.264447,69.200819,33.5,10.5,49.52,217.2,0.0652,95.9,81.9,3.99,0,0.0352
2026-05-13,2026-05-11 17:17:10,S0264,Mirabad,41.264447,69.200819,31.7,10.6,49.33,216.7,0.0326,95.3,82.0,5.4,1,0.3852
2026-05-14,2026-05-11 17:17:10,S0264,Mirabad,41.264447,69.200819,32.8,8.9,49.45,220.9,0.01,96.1,75.7,4.54,1,0.3852
2026-05-15,2026-05-11 17:17:10,S0264,Mirabad,41.264447,69.200819,34.7,9.7,49.39,219.9,0.074,99.4,84.1,4.84,1,0.3852
2026-05-16,2026-05-11 17:17:10,S0264,Mirabad,41.264447,69.200819,36.0,9.2,49.26,223.5,0.01,100.0,84.9,4.94,1,0.3852
2026-05-17,2026-05-11 17:17:10,S0264,Mirabad,41.264447,69.200819,37.1,9.9,49.31,222.3,0.01,99.7,76.2,5.65,2,0.7352
2026-05-18,2026-05-11 17:17:10,S0264,Mirabad,41.264447,69.200819,36.7,11.4,49.21,219.1,0.01,96.9,83.5,4.93,1,0.3852
2026-05-12,2026-05-11 17:17:10,S0265,Mirabad,41.273451,69.255942,36.9,2.7,50.19,207.3,0.8587,87.2,58.5,3.36,1,0.3861
2026-05-13,2026-05-11 17:17:10,S0265,Mirabad,41.273451,69.255942,38.7,1.2,50.23,205.7,0.7312,87.0,62.4,3.64,1,0.3861
2026-05-14,2026-05-11 17:17:10,S0265,Mirabad,41.273451,69.255942,38.9,2.2,50.21,208.7,0.6844,87.7,57.8,3.55,1,0.3861
2026-05-15,2026-05-11 17:17:10,S0265,Mirabad,41.273451,69.255942,38.2,3.3,50.04,202.2,0.8145,90.4,59.1,3.33,1,0.3861
2026-05-16,2026-05-11 17:17:10,S0265,Mirabad,41.273451,69.255942,40.5,4.2,50.19,202.1,0.7587,89.9,47.9,3.01,1,0.3861
2026-05-17,2026-05-11 17:17:10,S0265,Mirabad,41.273451,69.255942,40.0,3.1,50.25,203.0,0.6732,84.9,49.0,3.7,1,0.3861
2026-05-18,2026-05-11 17:17:10,S0265,Mirabad,41.273451,69.255942,42.5,4.3,50.24,202.1,0.8329,88.6,44.6,3.52,1,0.3861
2026-05-12,2026-05-11 17:17:10,S0266,Mirabad,41.265493,69.207875,43.6,7.9,49.99,243.8,0.2302,88.3,60.9,5.18,2,0.7261
2026-05-13,2026-05-11 17:17:10,S0266,Mirabad,41.265493,69.207875,43.3,9.7,49.84,245.0,0.0804,91.6,53.0,5.09,2,0.7261
2026-05-14,2026-05-11 17:17:10,S0266,Mirabad,41.265493,69.207875,44.7,8.1,49.84,244.9,0.2936,88.0,54.6,4.58,2,0.7261
2026-05-15,2026-05-11 17:17:10,S0266,Mirabad,41.265493,69.207875,44.1,10.0,49.98,245.0,0.3341,88.6,48.0,4.28,2,0.7261
2026-05-16,2026-05-11 17:17:10,S0266,Mirabad,41.265493,69.207875,46.5,6.2,50.07,245.0,0.3855,92.6,54.3,4.02,2,0.7261
2026-05-17,2026-05-11 17:17:10,S0266,Mirabad,41.265493,69.207875,44.1,4.8,50.08,235.9,0.2314,90.9,53.1,3.99,1,0.3761
2026-05-18,2026-05-11 17:17:10,S0266,Mirabad,41.265493,69.207875,45.6,6.1,49.9,245.0,0.2373,93.6,49.0,4.09,2,0.7261
2026-05-12,2026-05-11 17:17:10,S0267,Mirabad,41.263768,69.249846,46.3,9.9,49.97,220.8,0.1992,90.8,44.1,3.15,2,0.7126
2026-05-13,2026-05-11 17:17:10,S0267,Mirabad,41.263768,69.249846,45.0,8.5,50.06,217.1,0.1763,88.5,52.3,3.19,1,0.3626
2026-05-14,2026-05-11 17:17:10,S0267,Mirabad,41.263768,69.249846,47.0,7.8,49.93,222.5,0.2455,87.4,47.2,3.16,2,0.7126
2026-05-15,2026-05-11 17:17:10,S0267,Mirabad,41.263768,69.249846,48.7,8.4,49.98,219.0,0.0385,87.2,39.1,3.14,2,0.7126
2026-05-16,2026-05-11 17:17:10,S0267,Mirabad,41.263768,69.249846,51.5,9.4,50.05,222.7,0.1713,87.9,50.6,3.21,2,0.7126
2026-05-17,2026-05-11 17:17:10,S0267,Mirabad,41.263768,69.249846,49.6,6.7,50.09,227.5,0.01,84.9,48.9,3.05,2,0.7126
2026-05-18,2026-05-11 17:17:10,S0267,Mirabad,41.263768,69.249846,47.1,5.5,50.06,223.8,0.01,91.6,48.1,3.9,2,0.7126
2026-05-12,2026-05-11 17:17:10,S0268,Mirabad,41.278811,69.251576,35.9,7.9,50.09,217.7,0.2948,92.6,79.5,2.71,0,0.0265
2026-05-13,2026-05-11 17:17:10,S0268,Mirabad,41.278811,69.251576,36.4,9.7,49.96,219.4,0.3774,91.9,78.7,2.3,0,0.0265
2026-05-14,2026-05-11 17:17:10,S0268,Mirabad,41.278811,69.251576,35.9,8.2,50.25,217.3,0.4436,93.2,83.5,2.74,0,0.0265
2026-05-15,2026-05-11 17:17:10,S0268,Mirabad,41.278811,69.251576,33.7,8.8,50.13,218.1,0.407,92.0,80.7,2.72,0,0.0265
2026-05-16,2026-05-11 17:17:10,S0268,Mirabad,41.278811,69.251576,32.8,9.6,50.19,222.9,0.3764,92.5,83.3,2.37,0,0.0265
2026-05-17,2026-05-11 17:17:10,S0268,Mirabad,41.278811,69.251576,30.8,9.9,50.32,223.8,0.5122,95.1,83.2,2.36,0,0.0265
2026-05-18,2026-05-11 17:17:10,S0268,Mirabad,41.278811,69.251576,39.6,8.5,50.08,219.8,0.5841,94.6,85.7,1.7,0,0.0265
2026-05-12,2026-05-11 17:17:10,S0269,Mirabad,41.289378,69.224154,34.3,4.3,50.46,225.5,0.4281,93.2,79.3,2.97,0,0.0338
2026-05-13,2026-05-11 17:17:10,S0269,Mirabad,41.289378,69.224154,36.2,5.1,50.44,220.8,0.4491,92.5,68.2,3.36,0,0.0338
2026-05-14,2026-05-11 17:17:10,S0269,Mirabad,41.289378,69.224154,37.3,6.1,50.55,223.1,0.4444,93.8,68.5,2.79,1,0.3838
2026-05-15,2026-05-11 17:17:10,S0269,Mirabad,41.289378,69.224154,37.1,6.5,50.4,220.7,0.4255,95.9,73.5,2.74,0,0.0338
2026-05-16,2026-05-11 17:17:10,S0269,Mirabad,41.289378,69.224154,34.9,4.9,50.37,223.4,0.3219,95.3,62.4,2.08,0,0.0338
2026-05-17,2026-05-11 17:17:10,S0269,Mirabad,41.289378,69.224154,33.9,6.6,50.32,221.3,0.3826,94.6,62.3,3.02,0,0.0338
2026-05-18,2026-05-11 17:17:10,S0269,Mirabad,41.289378,69.224154,36.0,5.5,50.27,221.3,0.2104,94.5,69.6,2.42,0,0.0338
2026-05-12,2026-05-11 17:17:10,S0270,Mirabad,41.289443,69.24606,38.9,2.2,49.3,211.2,0.5572,86.9,95.0,4.45,1,0.3863
2026-05-13,2026-05-11 17:17:10,S0270,Mirabad,41.289443,69.24606,38.6,3.2,49.3,211.0,0.3969,82.6,95.0,4.21,1,0.3863
2026-05-14,2026-05-11 17:17:10,S0270,Mirabad,41.289443,69.24606,40.2,1.7,49.4,212.7,0.4768,82.8,95.0,4.45,1,0.3863
2026-05-15,2026-05-11 17:17:10,S0270,Mirabad,41.289443,69.24606,40.9,2.8,49.31,213.3,0.4619,84.3,95.0,4.91,1,0.3863
2026-05-16,2026-05-11 17:17:10,S0270,Mirabad,41.289443,69.24606,40.2,3.4,49.25,211.0,0.5113,84.7,95.0,4.83,1,0.3863
2026-05-17,2026-05-11 17:17:10,S0270,Mirabad,41.289443,69.24606,45.4,3.3,49.3,208.6,0.4517,86.6,95.0,4.71,2,0.7363
2026-05-18,2026-05-11 17:17:10,S0270,Mirabad,41.289443,69.24606,42.2,5.0,49.24,211.1,0.4182,86.6,95.0,5.07,1,0.3863
2026-05-12,2026-05-11 17:17:10,S0271,Mirabad,41.294134,69.231275,42.5,11.7,49.96,217.3,0.6188,92.1,61.1,4.53,1,0.3791
2026-05-13,2026-05-11 17:17:10,S0271,Mirabad,41.294134,69.231275,41.4,9.6,49.99,216.9,0.5598,91.4,72.8,4.78,1,0.3791
2026-05-14,2026-05-11 17:17:10,S0271,Mirabad,41.294134,69.231275,41.1,10.0,49.99,215.9,0.5666,89.4,64.7,4.36,1,0.3791
2026-05-15,2026-05-11 17:17:10,S0271,Mirabad,41.294134,69.231275,42.3,11.6,49.92,216.3,0.4383,89.2,77.0,4.6,1,0.3791
2026-05-16,2026-05-11 17:17:10,S0271,Mirabad,41.294134,69.231275,43.3,10.5,50.09,217.0,0.5598,89.5,76.8,4.15,1,0.3791
2026-05-17,2026-05-11 17:17:10,S0271,Mirabad,41.294134,69.231275,42.2,11.3,49.96,215.4,0.6492,90.8,72.2,4.64,1,0.3791
2026-05-18,2026-05-11 17:17:10,S0271,Mirabad,41.294134,69.231275,43.1,10.6,49.89,217.6,0.7124,88.2,78.4,4.36,1,0.3791
2026-05-12,2026-05-11 17:17:10,S0272,Mirabad,41.292085,69.231098,44.6,6.8,50.08,219.2,0.4315,91.5,45.0,3.47,1,0.3855
2026-05-13,2026-05-11 17:17:10,S0272,Mirabad,41.292085,69.231098,45.2,6.2,49.84,224.8,0.3485,90.8,42.2,3.76,2,0.7355
2026-05-14,2026-05-11 17:17:10,S0272,Mirabad,41.292085,69.231098,49.3,7.8,50.07,219.8,0.4642,92.5,39.5,3.37,2,0.7355
2026-05-15,2026-05-11 17:17:10,S0272,Mirabad,41.292085,69.231098,49.6,6.8,50.17,223.6,0.5818,91.6,30.1,3.81,2,0.7355
2026-05-16,2026-05-11 17:17:10,S0272,Mirabad,41.292085,69.231098,50.7,5.2,50.28,227.7,0.61,91.7,32.7,3.76,2,0.7355
2026-05-17,2026-05-11 17:17:10,S0272,Mirabad,41.292085,69.231098,48.3,5.3,50.29,225.9,0.5341,92.8,39.2,3.5,2,0.7355
2026-05-18,2026-05-11 17:17:10,S0272,Mirabad,41.292085,69.231098,52.8,5.7,50.17,229.2,0.4878,92.3,25.0,3.26,2,0.7355
2026-05-12,2026-05-11 17:17:10,S0273,Mirabad,41.270967,69.249358,42.0,5.8,50.14,225.6,0.2671,100.0,62.7,3.52,1,0.3816
2026-05-13,2026-05-11 17:17:10,S0273,Mirabad,41.270967,69.249358,36.6,6.9,50.06,222.7,0.187,99.1,60.4,3.26,0,0.0316
2026-05-14,2026-05-11 17:17:10,S0273,Mirabad,41.270967,69.249358,40.6,3.7,50.25,220.6,0.3265,100.0,55.8,3.68,1,0.3816
2026-05-15,2026-05-11 17:17:10,S0273,Mirabad,41.270967,69.249358,35.8,3.9,49.99,223.4,0.253,100.0,61.6,3.82,0,0.0316
2026-05-16,2026-05-11 17:17:10,S0273,Mirabad,41.270967,69.249358,36.0,5.1,50.01,226.1,0.3897,100.0,49.9,3.33,0,0.0316
2026-05-17,2026-05-11 17:17:10,S0273,Mirabad,41.270967,69.249358,37.3,3.2,50.09,227.2,0.3746,100.0,61.9,3.52,0,0.0316
2026-05-18,2026-05-11 17:17:10,S0273,Mirabad,41.270967,69.249358,37.2,3.3,50.19,225.9,0.2543,100.0,54.8,3.13,0,0.0316
2026-05-12,2026-05-11 17:17:10,S0274,Mirabad,41.267468,69.198704,30.0,8.0,50.1,217.5,0.653,95.6,51.2,4.55,0,0.0309
2026-05-13,2026-05-11 17:17:10,S0274,Mirabad,41.267468,69.198704,34.9,9.1,50.11,218.5,0.6285,95.7,56.9,4.05,0,0.0309
2026-05-14,2026-05-11 17:17:10,S0274,Mirabad,41.267468,69.198704,33.3,7.6,50.1,220.4,0.6746,95.1,61.1,4.39,0,0.0309
2026-05-15,2026-05-11 17:17:10,S0274,Mirabad,41.267468,69.198704,30.5,7.7,50.12,217.7,0.649,95.3,56.1,4.25,0,0.0309
2026-05-16,2026-05-11 17:17:10,S0274,Mirabad,41.267468,69.198704,31.8,7.2,50.18,222.4,0.6335,97.8,49.0,3.7,0,0.0309
2026-05-17,2026-05-11 17:17:10,S0274,Mirabad,41.267468,69.198704,33.8,6.7,50.17,227.4,0.6891,100.0,58.2,3.82,0,0.0309
2026-05-18,2026-05-11 17:17:10,S0274,Mirabad,41.267468,69.198704,30.2,8.2,50.16,224.4,0.7093,97.9,51.0,3.51,0,0.0309
2026-05-12,2026-05-11 17:17:10,S0275,Mirabad,41.27558,69.231741,30.1,11.9,50.34,222.3,0.0514,88.4,33.2,4.48,0,0.0321
2026-05-13,2026-05-11 17:17:10,S0275,Mirabad,41.27558,69.231741,27.7,11.9,50.33,221.9,0.01,90.1,29.9,4.14,1,0.3821
2026-05-14,2026-05-11 17:17:10,S0275,Mirabad,41.27558,69.231741,29.6,12.4,50.23,221.6,0.01,87.9,32.9,4.6,0,0.0321
2026-05-15,2026-05-11 17:17:10,S0275,Mirabad,41.27558,69.231741,29.9,10.6,50.3,217.8,0.0173,87.1,42.7,4.93,0,0.0321
2026-05-16,2026-05-11 17:17:10,S0275,Mirabad,41.27558,69.231741,31.0,13.0,50.35,216.6,0.01,89.2,31.5,4.71,0,0.0321
2026-05-17,2026-05-11 17:17:10,S0275,Mirabad,41.27558,69.231741,28.5,13.1,50.26,214.0,0.077,90.6,34.5,4.7,0,0.0321
2026-05-18,2026-05-11 17:17:10,S0275,Mirabad,41.27558,69.231741,26.7,12.6,50.23,216.8,0.01,83.6,26.6,5.07,1,0.3821
2026-05-12,2026-05-11 17:17:10,S0276,Mirabad,41.263617,69.250939,21.2,0.9,50.56,232.0,0.5387,90.0,60.5,3.48,1,0.3737
2026-05-13,2026-05-11 17:17:10,S0276,Mirabad,41.263617,69.250939,23.4,0.8,50.6,227.5,0.3464,87.4,62.2,3.59,1,0.3737
2026-05-14,2026-05-11 17:17:10,S0276,Mirabad,41.263617,69.250939,20.4,1.9,50.36,221.5,0.3897,85.3,59.1,3.58,0,0.0237
2026-05-15,2026-05-11 17:17:10,S0276,Mirabad,41.263617,69.250939,21.0,1.6,50.46,229.0,0.4068,83.4,61.7,3.2,1,0.3737
2026-05-16,2026-05-11 17:17:10,S0276,Mirabad,41.263617,69.250939,20.8,0.9,50.45,230.7,0.392,85.3,64.6,3.54,1,0.3737
2026-05-17,2026-05-11 17:17:10,S0276,Mirabad,41.263617,69.250939,20.3,1.8,50.49,222.5,0.3844,87.5,66.6,3.77,0,0.0237
2026-05-18,2026-05-11 17:17:10,S0276,Mirabad,41.263617,69.250939,24.9,1.1,50.67,223.6,0.4095,86.3,68.7,3.93,1,0.3737
2026-05-12,2026-05-11 17:17:10,S0277,Mirabad,41.271241,69.215277,31.5,1.0,49.76,215.5,0.0962,89.5,50.8,2.67,0,0.0336
2026-05-13,2026-05-11 17:17:10,S0277,Mirabad,41.271241,69.215277,33.9,4.7,49.7,215.4,0.1622,85.7,50.9,2.84,0,0.0336
2026-05-14,2026-05-11 17:17:10,S0277,Mirabad,41.271241,69.215277,32.5,2.8,49.76,219.5,0.1524,90.9,47.3,2.22,0,0.0336
2026-05-15,2026-05-11 17:17:10,S0277,Mirabad,41.271241,69.215277,29.5,1.2,49.72,215.0,0.2299,89.5,48.8,3.29,0,0.0336
2026-05-16,2026-05-11 17:17:10,S0277,Mirabad,41.271241,69.215277,32.6,2.4,49.7,219.8,0.2845,92.0,45.4,2.2,0,0.0336
2026-05-17,2026-05-11 17:17:10,S0277,Mirabad,41.271241,69.215277,31.5,2.2,49.61,217.3,0.1997,91.8,49.1,2.62,0,0.0336
2026-05-18,2026-05-11 17:17:10,S0277,Mirabad,41.271241,69.215277,28.9,3.0,49.73,218.9,0.2636,97.7,51.9,2.84,0,0.0336
2026-05-12,2026-05-11 17:17:10,S0278,Mirabad,41.296746,69.20756,29.8,8.6,49.63,218.5,0.6617,91.6,50.9,3.74,0,0.0281
2026-05-13,2026-05-11 17:17:10,S0278,Mirabad,41.296746,69.20756,30.7,8.8,49.63,220.9,0.6606,87.5,58.7,4.01,0,0.0281
2026-05-14,2026-05-11 17:17:10,S0278,Mirabad,41.296746,69.20756,30.0,7.4,49.63,220.6,0.6575,86.9,51.4,3.73,0,0.0281
2026-05-15,2026-05-11 17:17:10,S0278,Mirabad,41.296746,69.20756,33.3,10.3,49.58,217.9,0.6742,85.2,54.3,3.9,0,0.0281
2026-05-16,2026-05-11 17:17:10,S0278,Mirabad,41.296746,69.20756,30.7,8.7,49.49,218.4,0.68,88.4,49.1,3.96,1,0.3781
2026-05-17,2026-05-11 17:17:10,S0278,Mirabad,41.296746,69.20756,33.9,8.0,49.34,215.3,0.6849,89.2,47.7,3.73,1,0.3781
2026-05-18,2026-05-11 17:17:10,S0278,Mirabad,41.296746,69.20756,34.1,8.1,49.41,211.9,0.6611,87.4,46.2,3.94,1,0.3781
2026-05-12,2026-05-11 17:17:10,S0279,Mirabad,41.264618,69.216165,36.9,9.4,49.83,245.0,0.5363,92.7,59.6,4.08,2,0.7243
2026-05-13,2026-05-11 17:17:10,S0279,Mirabad,41.264618,69.216165,33.4,10.5,49.85,242.7,0.4967,92.7,67.6,4.48,2,0.7243
2026-05-14,2026-05-11 17:17:10,S0279,Mirabad,41.264618,69.216165,35.6,12.4,49.69,245.0,0.4354,97.1,67.0,4.29,2,0.7243
2026-05-15,2026-05-11 17:17:10,S0279,Mirabad,41.264618,69.216165,36.0,12.8,49.59,245.0,0.2875,88.2,57.9,4.37,2,0.7243
2026-05-16,2026-05-11 17:17:10,S0279,Mirabad,41.264618,69.216165,38.3,11.7,49.66,245.0,0.297,92.7,63.6,4.85,2,0.7243
2026-05-17,2026-05-11 17:17:10,S0279,Mirabad,41.264618,69.216165,37.1,13.8,49.58,245.0,0.4683,92.9,75.3,4.63,2,0.7243
2026-05-18,2026-05-11 17:17:10,S0279,Mirabad,41.264618,69.216165,36.3,13.3,49.37,245.0,0.3863,87.4,68.5,4.9,2,0.7243
2026-05-12,2026-05-11 17:17:10,S0280,Mirabad,41.293501,69.242376,37.9,9.6,49.99,221.6,0.4181,88.4,44.2,3.62,0,0.027
2026-05-13,2026-05-11 17:17:10,S0280,Mirabad,41.293501,69.242376,40.5,7.5,49.68,224.0,0.2644,93.8,47.5,3.92,1,0.377
2026-05-14,2026-05-11 17:17:10,S0280,Mirabad,41.293501,69.242376,42.5,7.7,49.93,222.3,0.2385,87.3,50.1,3.22,1,0.377
2026-05-15,2026-05-11 17:17:10,S0280,Mirabad,41.293501,69.242376,40.8,9.1,49.75,224.0,0.3406,86.9,53.0,3.69,1,0.377
2026-05-16,2026-05-11 17:17:10,S0280,Mirabad,41.293501,69.242376,41.9,6.8,49.9,221.7,0.2138,89.9,54.0,3.5,1,0.377
2026-05-17,2026-05-11 17:17:10,S0280,Mirabad,41.293501,69.242376,42.8,6.6,49.86,224.3,0.4314,89.8,55.6,3.43,1,0.377
2026-05-18,2026-05-11 17:17:10,S0280,Mirabad,41.293501,69.242376,44.4,7.0,49.7,231.5,0.3527,94.2,52.4,3.72,1,0.377
2026-05-12,2026-05-11 17:17:10,S0281,Mirabad,41.293872,69.221796,28.9,4.6,50.47,225.7,0.4308,86.7,68.6,2.7,0,0.0182
2026-05-13,2026-05-11 17:17:10,S0281,Mirabad,41.293872,69.221796,30.2,2.0,50.53,227.2,0.4244,87.0,74.0,2.83,1,0.3682
2026-05-14,2026-05-11 17:17:10,S0281,Mirabad,41.293872,69.221796,26.8,3.0,50.46,227.4,0.3347,86.4,62.1,3.67,0,0.0182
2026-05-15,2026-05-11 17:17:10,S0281,Mirabad,41.293872,69.221796,28.1,3.7,50.5,232.3,0.3421,84.6,62.8,3.24,1,0.3682
2026-05-16,2026-05-11 17:17:10,S0281,Mirabad,41.293872,69.221796,28.4,4.4,50.7,235.3,0.3128,84.8,63.8,3.48,1,0.3682
2026-05-17,2026-05-11 17:17:10,S0281,Mirabad,41.293872,69.221796,28.1,2.0,50.73,240.7,0.3718,85.4,60.4,3.16,2,0.7182
2026-05-18,2026-05-11 17:17:10,S0281,Mirabad,41.293872,69.221796,31.1,0.0,50.71,237.7,0.3277,86.4,61.1,3.29,1,0.3682
2026-05-12,2026-05-11 17:17:10,S0282,Mirabad,41.287888,69.223388,41.6,5.8,49.83,214.2,0.4891,86.6,78.6,3.45,1,0.3785
2026-05-13,2026-05-11 17:17:10,S0282,Mirabad,41.287888,69.223388,41.3,6.0,49.8,219.0,0.3638,84.3,75.6,4.08,1,0.3785
2026-05-14,2026-05-11 17:17:10,S0282,Mirabad,41.287888,69.223388,44.3,5.8,49.82,219.3,0.5054,84.3,66.8,4.15,1,0.3785
2026-05-15,2026-05-11 17:17:10,S0282,Mirabad,41.287888,69.223388,50.2,6.7,49.7,215.9,0.4189,84.3,65.5,4.34,2,0.7285
2026-05-16,2026-05-11 17:17:10,S0282,Mirabad,41.287888,69.223388,44.9,5.1,49.75,218.8,0.5662,83.0,71.6,3.82,1,0.3785
2026-05-17,2026-05-11 17:17:10,S0282,Mirabad,41.287888,69.223388,46.3,6.6,49.57,219.1,0.5017,82.1,72.9,3.98,2,0.7285
2026-05-18,2026-05-11 17:17:10,S0282,Mirabad,41.287888,69.223388,48.2,6.4,49.5,214.3,0.3739,81.9,66.5,4.54,2,0.7285
2026-05-12,2026-05-11 17:17:10,S0283,Mirabad,41.266468,69.205202,22.7,9.1,50.03,201.5,0.6381,81.9,81.3,0.5,1,0.3846
2026-05-13,2026-05-11 17:17:10,S0283,Mirabad,41.266468,69.205202,21.8,7.1,49.87,200.5,0.6663,84.1,82.2,1.39,1,0.3846
2026-05-14,2026-05-11 17:17:10,S0283,Mirabad,41.266468,69.205202,23.6,9.9,49.76,199.0,0.6516,83.6,82.4,0.69,2,0.7346
2026-05-15,2026-05-11 17:17:10,S0283,Mirabad,41.266468,69.205202,21.7,8.8,49.84,197.7,0.6608,86.4,81.0,0.5,2,0.7346
2026-05-16,2026-05-11 17:17:10,S0283,Mirabad,41.266468,69.205202,21.5,7.6,49.88,195.0,0.5538,82.5,79.6,0.68,2,0.7346
2026-05-17,2026-05-11 17:17:10,S0283,Mirabad,41.266468,69.205202,21.7,9.0,49.79,196.5,0.5846,83.4,80.3,0.54,2,0.7346
2026-05-18,2026-05-11 17:17:10,S0283,Mirabad,41.266468,69.205202,19.8,4.9,49.8,200.9,0.7451,82.3,82.3,0.5,1,0.3846
2026-05-12,2026-05-11 17:17:10,S0284,Mirabad,41.297158,69.23744,35.4,7.9,50.03,234.5,0.5877,89.3,73.4,3.38,1,0.3832
2026-05-13,2026-05-11 17:17:10,S0284,Mirabad,41.297158,69.23744,38.6,4.5,49.99,235.2,0.7302,91.1,75.3,3.78,1,0.3832
2026-05-14,2026-05-11 17:17:10,S0284,Mirabad,41.297158,69.23744,40.4,5.3,49.86,242.1,0.6189,91.1,76.8,3.34,2,0.7332
2026-05-15,2026-05-11 17:17:10,S0284,Mirabad,41.297158,69.23744,40.9,2.9,49.9,242.3,0.7249,84.4,77.6,3.6,2,0.7332
2026-05-16,2026-05-11 17:17:10,S0284,Mirabad,41.297158,69.23744,40.3,3.1,49.97,243.2,0.7218,89.0,76.0,3.4,2,0.7332
2026-05-17,2026-05-11 17:17:10,S0284,Mirabad,41.297158,69.23744,41.7,2.3,49.92,245.0,0.4593,86.9,80.2,3.7,2,0.7332
